id	description
308765	Charles IV has been crowned King of Bohemia and ruler of the Holy Roman Empire. From his castle in Prague, he oversees construction of new fortifications: a bridge across the Vltava River, a university, and a cathedral rising within the walls of the castle itself. Prague is already among the largest cities in Europe. King Charles will make it the capital of an empire! In Praga Caput Regni, players take the role of wealthy citizens who are organizing various building projects in medieval Prague. By expanding their wealth and joining in the construction, they gain favor with the king. Players choose from six actions on the game board — the "action crane" — that are always available, but which are weighted with a constantly shifting array of costs and benefits. By using these actions, you can increase your resources, improve the strength of your chosen actions, and build "New Prague City", the Charles Bridge, or city walls. You can possibly gain additional actions or even participate in the construction of St. Vitus Cathedral. Clever players will discover synergies between carefully timed actions and the rewards from constructing civic projects as all of the mechanisms mesh together. At the end of the game, the player who most impressed King Charles wins.
309430	Tiny Epic Pirates is a 45 minute, 1-4 player game of high-seas adventure, utilizing a variable rondel action system and action combo-ing!. In Tiny Epic Pirates you take control of a Pirate ship with the goal of burying vast amounts of wealth on secret island hideaways. Each turn, you move your Captain Token around your ship’s action wheel (rondel), selecting which action to perform... Plunder, Trade, Crew Up, Attack, or Search. Each player has a randomized and unique arrangement of these actions on their rondel. Sailing your Pirate Ship is something every player can do every time they take an action. Plundering allows you to acquire booty from settlements at a very reasonable rate. It’s amazing how negotiating changes when your blunderbuss is at the ready. A crate of gunpowder for a promise of no harm? Fair exchange. Trading allows you to sell your ill-gotten goods to the Black Market for gold. Each Market is only interested in a specific good, so make sure you are sailing in the right direction. Timing is everything, sell your good at the wrong time and it’s worth a pittance. Crew Up adds a new crew member to your growing Pirate Ship. Crew increases your ship’s combat advantage and unlocks new abilities for each spoke of your ship’s action wheel, making that action more powerful every time you take it! Attacking Merchant Ships and other Pirates will grow your reputation. It also happens to be a great way to score some gold and more booty to sell. Be enough of a menace and you may just become a Legend of the Sea! Search the high-seas for treasures left behind by the unfortunate souls that preceded you. Salvage old ship parts for temporary aid or get lucky and find something worth selling. The end of the game is triggered once a player has buried three treasures. To do this, a player must first acquire the amount of gold required to bury at the various bury spots on the map. After all players have had an equal number of turns. The player who has buried three treasures wins the game. Ties are decided by the player who has the highest legendary status, followed by which player has the most gold. --description from the publisher
309630	In Small World of Warcraft, players vie for conquest and control of a world that is simply too small to accommodate everybody. Small World of Warcraft is set on the fantasy world of Azeroth, where the races of the Alliance and the Horde — including Orcs, Dwarves, Trolls, and Worgen — clash in a world-consuming conflict. In the game, players choose combinations of special powers and races from the Warcraft universe, such as Portal Mage Pandarens or Herbalist Goblins, and vie for control of Azeroth. To help them achieve dominance, players will occupy legendary terrains and seek control of powerful artifacts. However, all empires must eventually fall, so players need to be ready to put an overextended race into a state of "decline" and lead a new one to rule Azeroth. In more detail, on each turn either you use the multiple tiles of your chosen fantasy race to (normally) occupy adjacent territories, possibly defeating weaker enemy races along the way, or you give up on your race and let it go into decline. A race in decline is designated by flipping the tiles over to their black-and-white side. At the start of the game or after you go into decline, you choose a new race/power combination at the start of your turn, with the 16 races and 20 powers being paired randomly each game. At the end of your turn, you score one coin for each territory your races occupy. You may have one active race and one race in decline on the board at the same time. Your occupation total can vary depending on the special abilities of your race and the territories they occupy. After the final round, the player with the most coins wins.
310100	Nemesis Lockdown is the first stand alone expansion to Nemesis. During the game, players will be taken to a totally new location - a secret base on Mars, represented by a multi level board. Lockdown will retain the highly cinematic, semi-co-op experience of the original game, while introducing a lot of new, fresh mechanics. During the tense gameplay, you and your fellow players will gather items, explore different rooms and use your actions, craft, run, and fight other species. At the same time, every player will try to complete their secret objective, that will grant them victory... Sometimes at the expense of others. Some of the new mechanics are: - Multi-level base with stairs and elevators - Advanced computer actions - CSS hatch system - Power and light on different levels - Contingency procedure - New characters and alien race
310448	Zombies are attacking the entire town! Cooperate with your friends and launch an expedition to drive off the overwhelming hordes. Collect the 4 Ingredients and brew the antidote that will save the world! Zombie Teenz Evolution is the sequel to Zombie Kidz Evolution (#1 Kids' Game on BGG). It is a standalone game with a different set of rules, so you don’t need to have played the first game to jump into the second. The rules are slightly more advanced and will require a little more strategic thinking. Zombie Teenz Evolution follows the same general guidelines as its predecessor: a fast and simple game whose rules evolve from game to game through the opening of 14 ‘Mystery’ envelopes. By accomplishing special Missions, players unlock additional content that will provide a richer experience, while constantly renewing the enjoyment of the game. The icing on the cake: the two games are compatible! You will be able to play Zombie Kidz with your Zombie Teenz, and vice versa! More rules details to come... —description from the publisher
310873	Carnegie was inspired by the life of Andrew Carnegie who was born in Scotland in 1835. Andrew Carnegie and his parents emigrated to the United States in 1848. Although he started his career as a telegraphist, his role as one of the major players in the rise of the United States’ steel industry made him one of the richest men in the world and an icon of the American dream. Andrew Carnegie was also a benefactor and philanthropist; upon his death in 1919, more than $350 million of his wealth was bequeathed to various foundations, with another $30 million going to various charities. His endowments created nearly 2,500 free public libraries that bear his name: the Carnegie Libraries. During the game you will recruit and manage employees, expand your business, invest in real estate, produce and sell goods, and create transport chains across the United States; you may even work with important personalities of the era. Perhaps you will even become an illustrious benefactor who contributes to the greatness of his country through deeds and generosity! The game takes place over 20 rounds; players will each have one turn per round. On each turn, the active player will choose one of four actions, which the other players may follow. The goal of the game is to build the most prestigious company, as symbolized by victory points.   —description from publisher
311193	In Anno 1800, a board game based on the popular PC game from Ubisoft, you continuously build up your own industry to develop your home island. Ship fleets allow for lively trade and the development of new islands in the Old and New World. You have to fulfill the wishes of your own population. While the inhabitants are initially satisfied with bread and clothing, they soon demand valuable luxury goods. You must plan production chains sensibly and keep an eye on the specialization of your population. The goal: A wise distribution of farmers, workers, craftsmen, engineers, and investors — but the competition never sleeps and can snatch the new achievements from under your nose at any time! Who can create the most prosperous island? —description from the publisher (translated)
312251	I stumbled upon a midnight market. It wasn't selling flowers or farm goods. It was a more curious sort of cargo: energy capacitors, strange crystalline material, and something green and jiggly. Since then, I've been dragged into it, deep into the thick of it. I paid a stranger more than I should have for manufacturing plans I hardly understood. Worse yet, they sold the same stuff to my best friend. Now, I have to get my supply lines up and running to prepare for shipping my cargo — and if my friend starts shipping some of this curious cargo, I'll have to intercept their trucks and corner the market that way. By hook or by crook, I'm going to be the king of curious cargo... Curious Cargo is a two-player game in which you go head-to-head against your opponent by building up the infrastructure of your facility, calling in trucks at the right moment, all while perfectly timing the shipping and receiving of cargo to score the most points. Connect an interweaving web of lines to your shipping and receiving spaces. Play with two-color conveyor tiles, or step it up for an advanced experience and play with all three colors. Ship your custom-shaped cargo tokens to your opponent to interfere with their logistics plans! The puzzling nature of Ryan Courtney's Pipeline comes alive in Curious Cargo! With six unique player boards for each player and two game modes, a skillful challenge awaits even the sharpest competitor.
312267	Unlock! is a co-operative card game inspired by escape rooms that uses a simple system which allows you to search scenes, combine objects, and solve riddles. Play Unlock! to embark on great adventures, while seated at a table using only cards and a companion app that can provide clues, check codes, monitor time remaining, etc. Star Wars: Unlock! uses the Unlock! game system to send you on three new adventures full of ships, droids, and action! (1) An unforeseen delay You are smugglers in the Outer Rim, facing danger and the unexpected every day. Today, while transporting expensive cargo belonging to Jabba the Hutt, you are intercepted by an Imperial Star Destroyer! Imperial operatives impound your ship and confiscate everything in your cargo bay. You know it is only a matter of time before they take a close look and discover Jabba‘s hidden illegal goods. There‘s no time to waste. You need to break out of your cell, rescue your astromech and get hold off the cargo. Then all you need to do is recover your ship and escape! Your objective: Escape with your astromech (co- pilot droid) and the cargo. (2) Escape from Hoth Echo Base, an important Rebel stronghold, has managed to remain hidden on the ice planet Hoth for some time. The hostile climate provides excellent cover and protection from the Empire- but you must always remain vigilant! You head out on a routine patrol with your trusty tauntaun mount, a hearty creature native to Hoth. After an uneventful morning, you take a brief break to rest your tauntaun while you contact Echo Base with an update. However, due to heavy atmospheric disturbance, you can‘t reach them. Your mission: Continue your patrol, explore the ice planet, and contact Echo Base! (3) Secret mission on Jedha You are an Imperial spy sent to infiltrate the Holy City of Jedha. An Imperial pilot transporting a crate of priceless kyber crystals crashed their Zeta- class cargo shuttle on the surface. You must retrieve the crate without alerting the Rebel scum Saw Gerrera or any of his lawless mercenaries on Jedha. There is an Imperial informant waiting for you on the surface with more details. Meanwhile, Imperial Command orbits Jedha in a Star Destroyer. They are within communications range and expect regular updates. Your mission: Gather intel, maintain your cover story, and recover the kyber crystals!
312484	On an uninhabited island in uncharted seas, explorers have found traces of a great civilization. Now you will lead an expedition to explore the island, find lost artifacts, and face fearsome guardians, all in a quest to learn the island's secrets. Lost Ruins of Arnak combines deck-building and worker placement in a game of exploration, resource management, and discovery. In addition to traditional deck-builder effects, cards can also be used to place workers, and new worker actions become available as players explore the island. Some of these actions require resources instead of workers, so building a solid resource base will be essential. You are limited to only one action per turn, so make your choice carefully... what action will benefit you most now? And what can you afford to do later... assuming someone else doesn't take the action first!? Decks are small, and randomness in the game is heavily mitigated by the wealth of tactical decisions offered on the game board. With a variety of worker actions, artifacts, and equipment cards, the set-up for each game will be unique, encouraging players to explore new strategies to meet the challenge. Discover the Lost Ruins of Arnak! —description from the publisher
312804	In Pendulum, each player is a powerful, unique noble vying to succeed the Timeless King as the true ruler of Dünya. Players command their workers, execute stratagems, and expand the provinces in their domain in real time to gain resources and move up the four victory tracks: power, prestige, popularity, and legendary achievement. Players must use actual time as a resource in managing their strategy to best their opponents, using time on different action types and balancing it with time spent planning and analyzing. The winner will be the player who manages and invests their time most effectively and who builds the best engine, not the player who acts the quickest. Pendulum is the highest-rated protoype in the history of the Stonemaier Games Design Day. —description from the publisher
313963	In Cloud City, you compete against other architects to create the best city planning project to be chosen by the city council. Have your project chosen and built for the people of Cloud City to enjoy! Develop your city with buildings and build walkways to connect buildings to one another. Walkways earn city council votes and the longer the walkway, the more points. Walkways can earn 1, 2, 3, 5, or 8 city council votes. River walkways connect the smallest buildings, forest walkways connect midsize buildings, and ice walkways connect the tallest buildings. The architect with the city plan that features the most and the longest walkways will win the game! —description from the publisher
314040	1962 — The Cold War continues as a new threat looms on the horizon, a deadly new Soviet bioweapon, something called "Project MEDUSA". You and your fellow medical graduates have been recruited by the CIA for the critical mission of investigating and preventing its development. Travel the world using carefully constructed aliases to move swiftly between Allied, Neutral, and Soviet cities. Your missions will require you to neutralize enemy agents, acquire specific targets, and set up other CIA agents on location to execute your operations without a hitch. As you complete objectives over the course of twelve months, each success or failure will bring you closer to the truth. Combatting this dangerous new pathogen is of utmost importance, but it's not the only threat you'll encounter in the field. Enemy agents are taking root in all parts of the world, and it's critical to your mission that you keep them contained before they can escalate international tensions. Luckily for you, you won't be without backup. Coordinate with other covert operatives for assistance and make strategic use of these teams at different locations to clean up the board and keep your eye on your main objectives. Designed as a prequel, Pandemic Legacy: Season 0 does not require you to have completed Season 1 and Season 2 before diving into this Cold War spy thriller. As in the first two Pandemic Legacy games, each time you play brings new cards, rules, and conditions that affect future games. Each alias you create will gain contacts and other assets to execute your plans more smoothly. And, of course, the CIA will be watching and evaluating your performance in the field. Work together with your fellow agents to prevent this new bio-threat — the fate of the world depends on it. Can you save humanity once again? —description from the publisher
314088	From clucking chickens to rumbling tractors, the sounds of a bustling farm are everywhere. It's up to your team of planners to turn this little farm into a flourishing ranching community! Having developed dream cities in Sprawlopolis, it's now time to set your sights on the rolling countryside, where farm, ranches, and roads intermingle master plan, as ever, seems just out of reach. Agropolis is a stand-alone expansion to Sprawlopolis, bringing the same card-laying, variable-scoring gameplay into a new setting: city blocks give way to orchards, wheat fields, livestock pens, and vineyards. As before, players draw three goal cards and then attempt to place cards one at a time to create a rural tableau that best satisfies those goals. New gameplay features help offset overly-powerful scoring combos and layer additional attributes onto certain types of terrain, providing even greater depth of gameplay without sacrificing the original's signature elegance. Agropolis can be played entirely on its own, but it can also combined with Sprawlopolis using special rules and goal cards provided in the Combopolis mini-expansion.
314491	Meadow is an engaging set collection game with over two hundred unique cards containing hand-painted watercolor illustrations. In the game, players take the role of explorers competing for the title of the most skilled nature observer. To win, they collect cards with the most valuable species, landscapes, and discoveries. Their journey is led by passion, a curiosity of the world, an inquiring mind, and a desire to discover the mysteries of nature. The competition continues at the bonfire where the players race to fulfill the goals of their adventures. In this medium-weight board game for 1-4 players, you take turns placing path tokens on one of the two boards. Placing a token on the main board allows the player to get cards, but playing them requires meeting certain requirements. Playing a token on the bonfire board activates special actions (which helps to implement a chosen strategy) and gives the opportunity to achieve goals that provide additional points. Throughout the game, players collect cards in their meadow and surroundings area. At the end, the player with the most points on cards and on the bonfire board wins. Meadow also includes envelopes with additional cards to open at specific moments...
314503	In CODEX Naturalis, you must continue the work of the illuminating monk Tybor Kwelein, assembling the pages of a manuscript that lists the living species in primary forests. Can you put the pages together in the best order possible? And are you prepared to sacrifice a species to develop your manuscript? In the game, each player starts with a single card on the table, a card that shows some combination of the four possible resources in the middle of the card, in the corners of the card, or both. Players also have two resource cards and one gold card in hand, while two of each type of card are visible on the table. On a turn, you place a card from your hand overlapping the corners of one or more cards you already have in play. Your starting card has four overlappable corners, while resource and gold cards have only three. Resource cards have no cost to be played, and they often depict resource symbols in their corners. Gold cards deliver points when played, but they often have a resource requirement, e.g., three fungi or two plant/one animal/one insect, and you must have those resources visible in your manuscript at the time you play the gold card. You score points from this card immediately, with some cards having a fixed value and others a variable one depending on how many of a certain symbol are showing or how many corners you covered this turn. If you wish, you can play a card from your hand face down; such a card has four corners and one resource, but provides no points. After you play, draw a face-up card or the top card of either deck to refill your hand. When a player reaches 20 points, you complete the round, and each player takes one additional turn. Players then score points based on how well they matched two public objective cards and one secret objective card, after which the player with the most points wins.
315043	You’re part of an internationally renowned group of billy goat criminal masterminds, and you’ve just pulled off your greatest caper yet. Stealing the coveted golden hoof right out of the most secure bank vault in Barn City. Someone’s got to take the fall for it, just make sure it’s not you. In Scape Goat, everyone at the table is trying to pin a crime on the same player, all while that player has no idea they’re taking the fall. The twist? That player could be anyone! Trade cards, make deductions, and figure out if you’re the scapegoat before the cops come after you! —description from the publisher
315196	The Dungeons & Dragons: Adventure Begins co-operative board game is a fast entry into the world of D&D. In the game, players choose their characters, then journey through the lands of Neverwinter, working together to overcome fantastic obstacles, battle monsters, and defeat the Boss monster terrorizing the realm. The role of Dungeon Master passes from player to player with each turn, so everyone gets to be part of the storytelling. —description from the publisher
315767	The expedition to the Western Lands is the kind of honor that comes once in a lifetime for a royal cartographer. But these are dangerous times. War ravages the land, and you are sure to encounter Dragul forces determined to thwart Queen Gimnax’s plans for western expansion. Fortunately, brave heroes have risen to the defense of Nalos. Chart their deeds alongside the queen's edicts and secure your place in history. Cartographers Heroes is the sequel to the critically acclaimed map-drawing game Cartographers. It includes all-new map sheets, scoring cards, explore cards, and ambush cards with unique abilities. Cartographers Heroes can be played on its own or mixed with components from the original game for a greater variety of gameplay possibilities. -description from publisher
316080	KeyForge: Dark Tidings is the fifth series in the KeyForge line. As always, each deck in the line contains cards from three of the seven houses included in the line, but for Dark Tidings the Dis house will be replaced with the Unfathomable, which specializes in controlling their foes by exhausting enemy creatures. Some cards keep your opponent's creatures down, making it difficult for them to muster a fighting force or reap enough æmber. Once your enemies are exhausted, you can keep them out of commission with other cards or even wipe away their board. Each Dark Tidings deck also includes a high/low tide card. The card starts the game out of play, but eventually one player will bring it into play, especially since some cards in Dark Tidings can carry out their effects — or have a massively larger effect — when the high tide is on that player's side. Many effects can raise the tide, but if they're not available, the player with low tide can always suffer three chains to turn the tide in their favor. Dark Tidings also features the debut of "evil twin decks", a new type of deck. For example, you may open a deck that's entitled "Speaker Domitia's Evil Twin". This deck is an exact copy of "Speaker Domitia", a real deck that has been printed and can be found by another player out in the world. The crucial difference is that in an evil twin deck, many of your creatures look a little different. Specifically, in Dark Tidings, many creatures have evil twin variants, and if you find an evil twin deck, every creature with an evil twin variant appears in that form. These evil twin creatures feature new artwork, graphic design, and abilities, making them a significant departure from the original creature.
316377	7 Wonders The board game with more awards than any other game on the planet. With over 30 international awards, and over a million copies sold throughout the world, rediscover 7 Wonders, the game which has won more awards than any other game in the world, in a whole new version. Lauded by both the public and critics, 7 Wonders has claimed its place as an unmissable reference point in modern board gaming. 7 Wonders is based on a simple and elegant mechanic (drafting) which allows up to 7 players to play with no dead time. Players make their choice and apply all of them at the same time. These choices are varied and their impact is real. Finally, the game is divided into 3 Ages which little by little increase the importance of these choices and thus the tension in the game. The global mechanics and the care given to the artwork are used to immerse the player in Antiquity and have contributed to the game’s success. A game plays out over 3 rounds, called Ages, during which you simultaneously play cards, one at a time, to develop your City. These cards represent the various Buildings you can construct: resource producers, civilian, commercial, military, scientific structures, and guilds. At the end of each Age, you go to war with your nearest neighbours. At the end of all 3 Ages, you tally up all of the victory points earned by your City, your wonder, your military prowess, and your treasury. The player with the highest score wins the game. Content: 7 Wonder boards 148 Age cards: 49 Age I cards, 49 Age II cards, and 50 Age III cards 78 Coins: 54 Coins of value 1, and 24 Coins of value 3 48 Military Conflict tokens: 24 Defeats and 24 Victories (8 per Age) 1 pad of score sheets 3 quick reference sheets describing the effects of the cards 1 List of cards and chaining leaflet 1 rulebook
316412	The LOOP is a quirky co-operative game in which you battle the evil Dr. Faux. Play a Temporal Agent in four different game modes, full of new challenges and replay value. Gather powerful artifacts, defy the Doctor's duplicates, and sabotage his maniacal machine. Make the most of your cards and master the LOOP to use them multiple times in impressive chains — but the Doctor isn't going to make this easy on you! The evil Dr. Faux has built a terrrrible time machine! With the help of the duplicates of himself that he is creating through the ages, he aims to carry out his Omniscience 2000 project to become master of the universe. But the rifts that he is opening in spacetime will probably destroy quantum space way sooner... Join the Agency in the shoes of one of its most legendary agents, and co-operate to foil the fiendish schemes of Dr. Faux, using quirky but still powerful artifacts. —description from the publisher
316554	Some important links: The Official FAQ, the Unofficial FAQ, and an Automa (solo and 2p) Overview Dune: Imperium is a game that finds inspiration in elements and characters from the Dune legacy, both the new film from Legendary Pictures and the seminal literary series from Frank Herbert, Brian Herbert, and Kevin J. Anderson. As a leader of one of the Great Houses of the Landsraad, raise your banner and marshal your forces and spies. War is coming, and at the center of the conflict is Arrakis – Dune, the desert planet. Dune: Imperium uses deck-building to add a hidden-information angle to traditional worker placement. You start with a unique leader card, as well as deck identical to those of your opponents. As you acquire cards and build your deck, your choices will define your strengths and weaknesses. Cards allow you to send your Agents to certain spaces on the game board, so how your deck evolves affects your strategy. You might become more powerful militarily, able to deploy more troops than your opponents. Or you might acquire cards that give you an edge with the four political factions represented in the game: the Emperor, the Spacing Guild, the Bene Gesserit, and the Fremen. Unlike many deck-building games, you don’t play your entire hand in one turn. Instead, you draw a hand of cards at the start of every round and alternate with other players, taking one Agent turn at a time (playing one card to send one of your Agents to the game board). When it’s your turn and you have no more Agents to place, you’ll take a Reveal turn, revealing the rest of your cards, which will provide Persuasion and Swords. Persuasion is used to acquire more cards, and Swords help your troops fight for the current round’s rewards as shown on the revealed Conflict card. Defeat your rivals in combat, shrewdly navigate the political factions, and acquire precious cards. The Spice Must Flow to lead your House to victory!
316858	CloudAge is a strategy game from Alexander Pfister and Arno Steinwender. The award-winning authors have created a dark and dystopian world for 1 to 4 players. Fifteen years ago, the mysterious secret society "Cloud" set fire to countless oil production sites and burned down large forests to destabilize the world. The resulting environmental catastrophe had disastrous effects on the entire planet. Now, years later, you travel above the dried-out landscape in your airships, searching for a better life. You visit cities, send out drones to collect resources, and battle Cloud militia. An innovative sleeving mechanism makes a new, more immersive, form of resource gathering possible. Players try to predict which cloud-covered terrain will contain the desired amount of resources or where additional actions are possible. Resources allow players to develop useful upgrades for their airships or attract new crew members. CloudAge is a mix of engine-building, deck-building, and resource management. The campaign system makes it easy to start playing quickly, with new elements being introduced into the game as players progress through the chapters. While you play, you also experience and help guide the story. If you prefer, you can also play standalone story spin-offs as single scenarios. —description from the publisher
317231	In the early Middle Ages, the peak of ecclesiastical power, no fewer than five monasteries were founded in a beautiful valley with the aim of spreading the Word of God. As the dean of a cathedral school, you try to accommodate the novices entrusted to you in the monasteries, thus building up an unmistakable reputation. According to your talents, you send novices to monastery buildings, to the chapel, or to the cloister. The intercession of influential personalities or other monks should not be underestimated. You can also fulfill the special missions of the monasteries and build on the stained-glass windows of your cathedral to enhance the fame of your school. After the three-year novitiate, it will become clear who has been able to earn the most fame and glory with their helpers. Monasterium (which is Latin for "Monastery") is a strategic game with an innovative dice mechanism that presents the players with ever new challenges. The game includes a double-sided game board: one side for the game for two and one side for 3-4 players.
317457	The triumph of science that led to dinosaurs returning to the world once more has become public knowledge. New parks spring up regularly, often beginning operations even before everything has been finalized. There is no shortage of patrons eager to be entertained by these returned species in new and exciting ways. However, as with any form of entertainment, elements of triumph are often accompanied by elements of tragedy. This means it is of the utmost importance that you take every precaution by ensuring each visitor signs the safety waiver before enjoying the wonders of Dinosaur World! Each round in Dinosaur World, you draft a new résumé card to acquire new workers; spend workers to take public actions building your park and acquiring DNA; spend further workers to take private actions improving that park; then drive your jeep around experiencing the wonder and excitement of what you have built! Throughout the game you acquire victory points through a variety of means — and possibly a few visitor deaths as a natural consequence of overly enthusiastic dinosaur encounters. At the end of the game, you lose points if you accumulated too many deaths, then the player with the most points wins!
317504	In Mandala Stones, you use artists to collect colorful stones in towers that you then score. To set up the game, randomly place the 96 stones — 24 each in four colors and 48 each in two patterns — on the main board in stacks of four. Place the four artist pillars in their starting locations among these stone stacks. On a turn, you either pick stones or score stones. To pick, move an artist to a new location, then collect all stones adjacent to this artist that (1) bear the same pattern as that artist and (2) are not adjacent to another artist. Choose one of these stones to be first in a tower, then stack the other collected stones on top of this foundation one in clockwise order, then place this tower on an empty space on your player board. To score, choose to remove either (1) a color that appears on the top stones of at least two towers on your player board or (2) any number of top stones on your player board. In the latter case, you score 1 point for each removed stone. In the former case, you score points for each removed stone depending on the scoring condition for that space on your player board, which might be based on the height of that stone in a tower or the number of colors in that tower or the height of all towers on your board. Place all removed stones on the shared central mandala, building from the inside out and possibly scoring points depending on the spaces that you cover. If a player can neither pick nor score OR if a stone placed on the central mandala covers the game-ending space based on the number of players in the game, complete the round so that everyone has the same number of turns. Each player can then score one of two secret objective cards in their hand, then the player with the most points wins.
317985	Beyond the Sun is a space civilization game in which players collectively decide the technological progress of humankind at the dawn of the Spacefaring Era, while competing against each other to be the leading faction in economic development, science, and galactic influence. The game is played over a variable number of rounds until a number of game-end achievements are collectively claimed by the players. The winner is the faction with the most victory points, which are obtained by researching technologies, improving their economy, controlling and colonizing systems, and completing various achievements and events throughout the game. On a turn, a player moves their action pawn to an empty action space, then takes that action. They then conduct their production phase, either producing ore, growing their population, or trading one of those resources for another. Finally, they can claim up to one achievement, if possible. As players take actions, they research new technologies that come in four levels. Each technology is one of four types (scientific, economic, military, commercial), and higher-level technologies must match one of the types of tech that lead into it. Thus, players create their own technology tree in each game, using these actions to increase their military strength, to jump to different habitable exoplanetary systems, to colonize those systems, to boost their resource production, to develop android tech that allows growth without population, and more.
318084	Furnace is an engine-building Eurogame in which players take on the roles of 19th-century capitalists building their industrial corporations and aspiring to make as much money as they can by purchasing companies, extracting resources, and processing them in the best combinations possible. Each player starts the game with a random start-up card, the resources depicted at the top of that card, and four colored discs valued 1-4. The game is played over four rounds, and each round consists of two phases: Auction and Production. During the auction, 6-8 company cards are laid out with their basic sides face up. Players take turns placing one of their discs on one of these cards, but you cannot place a disc on a card if a disc of the same value or color is already present. Thus, you'll place discs on four cards. Once all the discs are placed, the cards are resolved from left to right. Whoever placed the highest-valued disc will claim this card, but first anyone with a lower-valued disc on this card will gain compensation, either the resources depicted multiplied by the value of their disc or a processing ability (exchange X for Y) up to as many times as the value of their disc. Once all the cards have been claimed or discarded, players enter the production phase, using their cards in the order of their choice. Each company card has one action — either production or processing — on its basic side and two actions on its upgraded side. During the production phase, you can use each of your cards once to gain resources, process those resources into other resources or money, and upgrade your cards. At the end of four rounds, whoever has the most money wins. Furnace also includes capitalist cards that contain unique effects, and if you want, you can choose to deal one out to each player at the start of the game. For an additional challenge, you can require players to create a "production chain", with each newly acquired company card being placed somewhere in that chain and locked in position for the remainder of the game.
318182	Formidable adversaries are arrayed against you. Your people stand ready. History beckons. In your hands lies the destiny of one of history's great civilizations. Under constant threat of attack, you must conquer new lands, oversee dramatic scientific and cultural advances, and lead your people into the era of empire. Expand too rapidly, and unrest will bring your civilization to its knees; build up too slowly, however, and you might find yourself a mere footnote of history. As one of eight radically asymmetric civilizations, you will compete to become the most dominant empire the world has ever seen. Imperium: Legends is a standalone game that contains the Arthurian, Atlantian, Egyptian, Mauryan, Minoan, Olmec, Qin, and Utopian civilizations and an individual solo opponent behaving as each nation. It is also fully compatible with Imperium: Classics for players wanting to expand their pool of civilizations even further. —description from the publisher
318184	Formidable adversaries are arrayed against you. Your people stand ready. History beckons. In your hands lies the destiny of one of history's great civilizations. Under constant threat of attack, you must conquer new lands, oversee dramatic scientific and cultural advances, and lead your people into the era of empire. Expand too rapidly, and unrest will bring your civilization to its knees; build up too slowly, however, and you might find yourself a mere footnote of history. As one of eight radically asymmetric civilizations, you will compete to become the most dominant empire the world has ever seen. Imperium: Classics is a standalone game that contains the Carthaginian, Celt, Greek, Macedonian, Persian, Roman, Scythian, and Viking civilizations and an individual solo opponent behaving as each nation. It is also fully compatible with Imperium: Legends for players wanting to expand their pool of civilizations even further. —description from the publisher
318560	As established representatives of your guild, you gather around an ancient sacred stone, the significance and magical powers of which are known to adepts only. Each player occupies one of the four towers around the Witchstone and starts from there. Create your magic spells with the help of your cauldron, and put a network of magic energy around the stone. Send out your witches, scoop the magic crystals out of the cauldron, make use of the pentagram and the magic wand, and keep an eye on the prophecy scrolls in order to ensure victory. Not all options are always available to you. Only if you cleverly make the most of your opportunities will you have the chance of accumulating the most victory points over the eleven rounds and thereby win Witchstone. Each player in the game has a personal cauldron that bears seven crystals and six pre-printed magic icons, and they share a larger game board that features a crystal ball that shows the entire landscape. Each player has a set of fifteen domino tiles, with each half of the domino being a hexagon; each domino depicts two different magic icons from the six used in the game. On a turn, you place one of the five face-up dominos in your reserve onto your cauldron, then you take the action associated with each icon depicted on that domino; if the icon is adjacent to other dominos showing the same icon (or the matching pre-printed icon), then you can take that action as many times as the number of icons in that cluster. You must complete the first type of action completely before taking the second action. With these actions, you can: Use energy to connect your starting tower to other locations on the game board, scoring 1, 3 or 6 points depending on the length of the connection. Place witches next to your starting tower on the game board or move them across your energy network to other locations. As you do this, you gain points and possibly additional actions to use the same turn. Move your token around a pentagram to collect points and to acquire bonus hex tiles; you can use these tiles immediately for actions or place them in your cauldron to make future tile placement more valuable. Move the crystals in your cauldron, whether to make room for future tile placement or to gain bonus actions by ejecting the crystal completely. Advance on a magic wand to gain points and take additional actions, with the actions being doubled should you currently be the most advanced player on the wand. Claim scroll cards that boost future actions or earn you bonus points at game's end depending on how well you've completed the prophecy depicted. After each player has completed eleven turns — which could equal 40-60 actions depending on how well you've used your cauldron — the game ends and players tally their points from prophecies and other collected scoring markers to see who has the highest score.
318977	Crimes have taken place all over the city, and you want to figure out exactly what's happened, so you'll need to look closely at the giant city map (75 x 110 cm / 29.5 x 43 inches) to find all the hidden information and trace the trails of those who had it in for their foes. MicroMacro: Crime City includes 16 cases for you to solve. Each case includes a number of cards that ask you to find something on the map or uncover where someone has gone or otherwise reveal information relevant to a case. The city map serves as a map in time as well as space, so you'll typically find people in multiple locations throughout the streets and buildings, and you need to piece together what happened, whether by going through the case card by card or by reading only the starting card in the case and trying to figure out everything that happened for yourself. Will you be able to answer all questions about the case without fail?
