id	property	value
280453	type	Strategy Games
280453	category	Card Game
280453	category	Economic
280453	category	Renaissance
280453	family	Admin: Better Description Needed!
280453	family	Game: Lorenzo il Magnifico
280453	family	Players: Games with Solitaire Rules
280453	family	Versions & Editions: Card Versions of Non-Card Games
280453	mechanism	Open Drafting
280453	mechanism	Set Collection
280453	mechanism	Slide/Push
280480	type	Strategy Games
280480	category	Dice
280480	category	Economic
280480	family	Cities: London (England)
280480	family	Series: Uwe Rosenberg Collection (Feuerland Spiele)
280480	mechanism	End Game Bonuses
280480	mechanism	Income
280480	mechanism	Loans
280480	mechanism	Modular Board
280480	mechanism	Set Collection
280480	mechanism	Take That
280789	type	Family Games
280789	category	Medical
280789	category	Real-time
280789	family	Components: Dice with Icons
280789	family	Components: Sand Timers
280789	family	Game: Pandemic
280789	family	Occupation: Medic / Doctor / Nurses
280789	family	Versions & Editions: Dice Versions of Non-Dice Games
280789	mechanism	Contracts
280789	mechanism	Cooperative Game
280789	mechanism	Dice Rolling
280789	mechanism	Re-rolling and Locking
280789	mechanism	Real-Time
280789	mechanism	Variable Player Powers
281075	type	Family Games
281075	type	Strategy Games
281075	category	City Building
281075	family	Cities: Las Vegas (Nevada, USA)
281075	family	Digital Implementations: Board Game Arena
281075	family	Mechanism: Flip-and-Write
281075	family	Players: Games with Solitaire Rules
281075	family	Series: Alexis Solo Mode
281075	family	Series: Welcome To ...
281075	mechanism	Bingo
281075	mechanism	Contracts
281075	mechanism	Paper-and-Pencil
281075	mechanism	Pattern Building
281075	mechanism	Simultaneous Action Selection
281075	mechanism	Solo / Solitaire Game
281194	type	Family Games
281194	category	Action / Dexterity
281194	category	Mythology
281194	family	Mechanism: Finger Flicking Games
281194	mechanism	Area Majority / Influence
281194	mechanism	Flicking
281194	mechanism	Variable Player Powers
281194	mechanism	Voting
281259	type	Family Games
281259	type	Strategy Games
281259	category	Animals
281259	category	Fantasy
281259	category	Puzzle
281259	family	Animals: Cats
281259	family	Animals: Fish / Fishes
281259	family	Components: Meeples (Animal) / Animeeples
281259	family	Components: Polyominoes
281259	family	Components: Wooden pieces & boards
281259	family	Crowdfunding: Kickstarter
281259	mechanism	Closed Drafting
281259	mechanism	Grid Coverage
281259	mechanism	Hidden Victory Points
281259	mechanism	Income
281259	mechanism	Open Drafting
281259	mechanism	Pattern Building
281466	type	Strategy Games
281466	category	Medieval
281466	family	Country: Japan
281466	family	Crowdfunding: Kickstarter
281466	family	Crowdfunding: Spieleschmiede
281466	family	Game: Yedo
281466	family	History: Edo Period
281466	family	Misc: LongPack Games
281466	mechanism	Action Queue
281466	mechanism	Auction/Bidding
281466	mechanism	Hand Management
281466	mechanism	Set Collection
281466	mechanism	Solo / Solitaire Game
281466	mechanism	Worker Placement
281655	type	Strategy Games
281655	type	Thematic Games
281655	category	Civilization
281655	category	Economic
281655	category	Exploration
281655	category	Industry / Manufacturing
281655	category	Science Fiction
281655	category	Space Exploration
281655	family	Crowdfunding: Kickstarter
281655	family	Game: High Frontier
281655	family	Misc: LongPack Games
281655	family	Space: Earth's Solar System
281655	family	Space: Pluto
281655	mechanism	Auction/Bidding
281655	mechanism	Deck, Bag, and Pool Building
281655	mechanism	Hand Management
281655	mechanism	Network and Route Building
281655	mechanism	Pick-up and Deliver
281655	mechanism	Point to Point Movement
281946	type	Thematic Games
281946	category	Adventure
281946	category	Animals
281946	category	Exploration
281946	category	Miniatures
281946	category	Science Fiction
281946	family	Animals: Hamsters
281946	family	Animals: Mice
281946	family	Components: Book as Board
281946	family	Mechanism: Campaign Games
281946	family	Players: Games with Solitaire Rules
281946	family	Series: AdventureBook Games (Plaid Hat)
281946	mechanism	Area Movement
281946	mechanism	Card Play Conflict Resolution
281946	mechanism	Contracts
281946	mechanism	Cooperative Game
281946	mechanism	Dice Rolling
281946	mechanism	Hand Management
282171	type	Party Games
282171	category	Mature / Adult
282171	category	Party Game
282171	family	Crowdfunding: Kickstarter
282171	mechanism	Hand Management
282171	mechanism	Simultaneous Action Selection
282171	mechanism	Voting
282414	type	Strategy Games
282414	category	Ancient
282414	category	Economic
282414	family	Country: Egypt
282414	family	Players: Games with Solitaire Rules
282414	mechanism	Modular Board
282414	mechanism	Rondel
282414	mechanism	Solo / Solitaire Game
282414	mechanism	Variable Player Powers
282414	mechanism	Variable Set-up
282414	mechanism	Worker Placement
282853	type	Family Games
282853	category	Exploration
282853	category	Negotiation
282853	category	Science Fiction
282853	category	Space Exploration
282853	family	Game: Catan
282853	mechanism	Hexagon Grid
282853	mechanism	Trading
283155	type	Abstract Games
283155	type	Family Games
283155	category	Abstract Strategy
283155	category	Animals
283155	category	Puzzle
283155	family	Animals: Cats
283155	family	Crowdfunding: Kickstarter
283155	family	Digital Implementations: Tabletopia
283155	family	Players: Games with Solitaire Rules
283155	family	Theme: Sewing / Knitting / Cloth-Making
283155	mechanism	Enclosure
283155	mechanism	Hexagon Grid
283155	mechanism	Pattern Building
283155	mechanism	Scenario / Mission / Campaign Game
283155	mechanism	Set Collection
283155	mechanism	Solo / Solitaire Game
283211	type	Thematic Games
283211	category	Card Game
283211	category	Dice
283211	category	Fantasy
283211	category	Movies / TV / Radio theme
283211	family	Books: Harry Potter
283211	family	Components: Dice with Icons
283211	mechanism	Cooperative Game
283211	mechanism	Dice Rolling
283211	mechanism	Open Drafting
283211	mechanism	Push Your Luck
283355	type	Strategy Games
283355	type	Thematic Games
283355	category	Bluffing
283355	category	Fighting
283355	category	Negotiation
283355	category	Novel-based
283355	category	Political
283355	category	Science Fiction
283355	family	Books: Dune
283355	family	Theme: Deserts
283355	mechanism	Alliances
283355	mechanism	Area Majority / Influence
283355	mechanism	Area Movement
283355	mechanism	Auction/Bidding
283355	mechanism	Bribery
283355	mechanism	Force Commitment
283387	type	Strategy Games
283387	category	Economic
283387	category	Science Fiction
283387	category	Space Exploration
283387	family	Crowdfunding: Kickstarter
283387	family	Digital Implementations: Tabletopia
283387	family	Players: Games with Solitaire Rules
283387	mechanism	Deck, Bag, and Pool Building
283387	mechanism	Hand Management
283387	mechanism	Hidden Roles
283387	mechanism	Open Drafting
283387	mechanism	Push Your Luck
283387	mechanism	Race
283863	type	Strategy Games
283863	category	Dice
283863	category	Economic
283863	family	Components: Polyominoes
283863	family	Mechanism: Dice Drafting
283863	family	Players: Games with Solitaire Rules
283863	family	Theme: Circus
283863	mechanism	Closed Drafting
283863	mechanism	Contracts
283863	mechanism	Dice Rolling
283863	mechanism	End Game Bonuses
283863	mechanism	Grid Coverage
283863	mechanism	Movement Points
283864	type	Family Games
283864	category	Exploration
283864	family	Mechanism: Flip-and-Write
283864	family	Players: Games with Solitaire Rules
283864	family	Theme: Tropical Islands
283864	mechanism	Bingo
283864	mechanism	Connections
283864	mechanism	Line Drawing
283864	mechanism	Network and Route Building
283864	mechanism	Paper-and-Pencil
283864	mechanism	Solo / Solitaire Game
283948	type	Strategy Games
283948	category	Dice
283948	category	Economic
283948	category	Medieval
283948	category	Travel
283948	family	Admin: Better Description Needed!
283948	family	Animals: Camels
283948	family	Cities: Baghdad (Iraq)
283948	family	Cities: Beijing (China)
283948	family	Components: Map (Continental / National scale)
283948	family	Country: China
283948	mechanism	Contracts
283948	mechanism	Dice Rolling
283948	mechanism	Point to Point Movement
283948	mechanism	Resource to Move
283948	mechanism	Variable Player Powers
283948	mechanism	Worker Placement
284083	type	Family Games
284083	category	Card Game
284083	category	Science Fiction
284083	category	Space Exploration
284083	family	Digital Implementations: Board Game Arena
284083	family	Digital Implementations: Tabletopia
284083	family	Game: The Crew
284083	family	Mechanism: Campaign Games
284083	family	Space: Earth's Solar System
284083	mechanism	Communication Limits
284083	mechanism	Cooperative Game
284083	mechanism	Hand Management
284083	mechanism	Scenario / Mission / Campaign Game
284083	mechanism	Trick-taking
284108	type	Family Games
284108	type	Party Games
284108	category	Deduction
284108	category	Party Game
284108	family	Game: Pictures
284108	mechanism	Communication Limits
284108	mechanism	Pattern Recognition
284333	type	Thematic Games
284333	category	Mythology
284333	family	Mythology: Norse
284333	family	Theme: Vikings
284333	mechanism	Cooperative Game
284333	mechanism	Map Deformation
284333	mechanism	Scenario / Mission / Campaign Game
284333	mechanism	Three Dimensional Movement
284333	mechanism	Turn Order: Auction
284333	mechanism	Variable Player Powers
284378	type	Strategy Games
284378	category	Economic
284378	category	Industry / Manufacturing
284378	family	Crowdfunding: Kickstarter
284378	family	Theme: Automotive Industry
284378	mechanism	Action Points
284378	mechanism	Hand Management
284378	mechanism	Variable Phase Order
284378	mechanism	Worker Placement
284435	type	Abstract Games
284435	category	Abstract Strategy
284435	category	Puzzle
284435	mechanism	Contracts
284435	mechanism	Race
284435	mechanism	Tile Placement
284435	mechanism	Time Track
284584	type	Family Games
284584	type	Strategy Games
284584	category	Dice
284584	category	Medieval
284584	family	Cities: Troyes (France)
284584	family	Digital Implementations: Board Game Arena
284584	family	Game: Troyes
284584	family	Mechanism: Roll-and-Write
284584	family	Versions & Editions: Dice Versions of Non-Dice Games
284584	family	Versions & Editions: Roll- or Flip-and-Write Versions of Non-Writing Games
284584	mechanism	Dice Rolling
284584	mechanism	Paper-and-Pencil
284653	type	Strategy Games
284653	category	Comic Book / Strip
284653	category	Deduction
284653	category	Fantasy
284653	category	Science Fiction
284653	category	Spies/Secret Agents
284653	family	Components: Game Trayz Inside
284653	family	Crowdfunding: Kickstarter
284653	family	Digital Implementations: Tabletopia
284653	family	Players: One versus Many
284653	mechanism	Grid Movement
284653	mechanism	Hidden Movement
284653	mechanism	Point to Point Movement
284653	mechanism	Team-Based Game
284653	mechanism	Variable Player Powers
284760	type	Family Games
284760	category	Card Game
284760	category	Fantasy
284760	category	Movies / TV / Radio theme
284760	category	Mythology
284760	family	Brands: Disney
284760	family	Game: Disney Villainous
284760	family	Movies: The Lion King
284760	family	Theme: Villainy
284760	mechanism	Hand Management
284760	mechanism	Take That
284760	mechanism	Variable Player Powers
284818	type	Strategy Games
284818	category	City Building
284818	category	Economic
284818	category	Medieval
284818	family	Country: France
284818	family	Game: Caylus
284818	mechanism	Action Queue
284818	mechanism	Ownership
284818	mechanism	Take That
284818	mechanism	Turn Order: Claim Action
284818	mechanism	Turn Order: Pass Order
284818	mechanism	Variable Player Powers
284936	type	Abstract Games
284936	type	Strategy Games
284936	category	Farming
284936	category	Industry / Manufacturing
284936	family	Country: Portugal
284936	family	Food & Drink: Coffee
284936	family	Mechanism: Partially overlapping cards
284936	family	Theme: Food / Cooking
284936	mechanism	Action Points
284936	mechanism	Highest-Lowest Scoring
284936	mechanism	Layering
284936	mechanism	Melding and Splaying
284936	mechanism	Pick-up and Deliver
284936	mechanism	Tile Placement
284982	type	Strategy Games
284982	category	Fantasy
284982	category	Fighting
284982	family	Components: Miniatures
284982	family	Creatures: Trolls
284982	family	Misc: LongPack Games
284982	family	Players: Two Player Only Games
284982	mechanism	Action Points
284982	mechanism	Campaign / Battle Card Driven
284982	mechanism	Grid Movement
284982	mechanism	Hand Management
284982	mechanism	Hexagon Grid
284982	mechanism	Variable Player Powers
285192	type	Thematic Games
285192	category	Adventure
285192	category	Exploration
285192	category	Fantasy
285192	category	Medieval
285192	category	Miniatures
285192	family	Components: Digital Hybrid – App/Website Required
285192	family	Components: Miniatures
285192	family	Crowdfunding: Kickstarter
285192	family	Crowdfunding: Spieleschmiede
285192	family	Misc: Limited replayability
285192	family	Misc: LongPack Games
285192	mechanism	Dice Rolling
285192	mechanism	Map Addition
285192	mechanism	Role Playing
285192	mechanism	Solo / Solitaire Game
285192	mechanism	Storytelling
285192	mechanism	Tile Placement
285533	type	Family Games
285533	category	Abstract Strategy
285533	category	Puzzle
285533	family	Components: 3-Dimensional (3D)
285533	family	Components: Polyominoes
285533	family	Country: Japan
285533	family	Series: Family Games (HABA)
285533	family	Theme: Gardening
285533	family	Theme: Nature
285533	mechanism	Open Drafting
285533	mechanism	Pattern Building
285533	mechanism	Set Collection
285533	mechanism	Tile Placement
285773	type	Thematic Games
285773	category	Adventure
285773	category	Horror
285773	family	Admin: Better Description Needed!
285773	family	Game: Arkham Horror
285773	family	Series: Arkham Horror Files (Fantasy Flight Games)
285773	family	Theme: Cthulhu Mythos
285773	mechanism	Cooperative Game
285773	mechanism	Solo / Solitaire Game
285774	type	Customizable Games
285774	category	Card Game
285774	category	Collectible Components
285774	category	Comic Book / Strip
285774	family	Collectible: Living Card Game (Fantasy Flight Games)
285774	family	Comic Books: Marvel Universe
285774	family	Game: Marvel Champions – The Card Game
285774	family	Mechanism: Tableau Building
285774	family	Players: Games with Solitaire Rules
285774	family	Theme: Superheroes
285774	mechanism	Cooperative Game
285774	mechanism	Deck Construction
285774	mechanism	Hand Management
285774	mechanism	Scenario / Mission / Campaign Game
285774	mechanism	Solo / Solitaire Game
285774	mechanism	Variable Player Powers
285894	type	Family Games
285894	category	Dice
285894	family	Components: Dice with Icons
285894	family	Mechanism: Roll-and-Write
285894	family	Series: Klein & Fein (Schmidt Spiele)
285894	mechanism	Dice Rolling
285894	mechanism	Paper-and-Pencil
285967	type	Strategy Games
285967	category	Ancient
285967	category	Miniatures
285967	category	Mythology
285967	family	Ancient: Egypt
285967	family	Components: Miniatures
285967	family	Country: Egypt
285967	family	Crowdfunding: Kickstarter
285967	family	Game: Ankh – Gods of Egypt
285967	family	Mythology: Egyptian
285967	mechanism	Action Retrieval
285967	mechanism	Alliances
285967	mechanism	Area Majority / Influence
285967	mechanism	Auction: Sealed Bid
285967	mechanism	Card Play Conflict Resolution
285967	mechanism	Grid Movement
286096	type	Strategy Games
286096	category	Civilization
286096	family	Components: Dice with Icons
286096	family	Components: Miniatures
286096	family	Digital Implementations: Board Game Arena
286096	family	Digital Implementations: Tabletopia
286096	family	Mechanism: Tableau Building
286096	family	Organizations: Automa Factory
286096	mechanism	Area Majority / Influence
286096	mechanism	Contracts
286096	mechanism	Dice Rolling
286096	mechanism	Events
286096	mechanism	Grid Coverage
286096	mechanism	Hand Management
286160	type	Strategy Games
286160	category	Science Fiction
286160	family	Admin: Better Description Needed!
286160	family	Continents: Europe
286160	family	Country: India
286160	family	Country: Japan
286160	family	Country: Soviet Union
286160	family	Country: USA
286160	mechanism	Auction/Bidding
286160	mechanism	Worker Placement
286749	type	Strategy Games
286749	category	Medieval
286749	family	Components: Control Boards
286749	family	Components: Map (Continental / National scale)
286749	family	Country: Germany
286749	family	Occupation: Merchant
286749	family	Theme: Hanseatic League
286749	family	Versions & Editions: Big Box Versions of Individual Games
286749	mechanism	Action Points
286749	mechanism	Area Majority / Influence
286749	mechanism	End Game Bonuses
286749	mechanism	Network and Route Building
286749	mechanism	Ownership
286749	mechanism	Tech Trees / Tech Tracks
286751	type	Thematic Games
286751	category	Horror
286751	category	Miniatures
286751	category	Zombies
286751	family	Category: Dungeon Crawler
286751	family	Creatures: Zombies
286751	family	Game: Zombicide
286751	mechanism	Cooperative Game
286751	mechanism	Dice Rolling
286751	mechanism	Modular Board
286751	mechanism	Multiple Maps
286751	mechanism	Scenario / Mission / Campaign Game
286751	mechanism	Team-Based Game
286827	type	Thematic Games
286827	category	Card Game
286827	category	Deduction
286827	category	Murder/Mystery
286827	category	Puzzle
286827	category	Real-time
286827	family	Series: Decktective (dV Giochi)
286827	mechanism	Cooperative Game
286827	mechanism	Hand Management
286827	mechanism	Memory
286827	mechanism	Storytelling
287084	type	Family Games
287084	type	Party Games
287084	category	Card Game
287084	category	Political
287084	family	Admin: Better Description Needed!
287084	family	Digital Implementations: Board Game Arena
287084	family	Game: Oriflamme
287084	family	Organizations: Forgenext
287084	mechanism	Action Queue
287084	mechanism	Betting and Bluffing
287084	mechanism	Card Play Conflict Resolution
287084	mechanism	Hand Management
287954	type	Abstract Games
287954	type	Family Games
287954	category	Abstract Strategy
287954	category	Puzzle
287954	family	Game: Azul
287954	family	Theme: Art
287954	mechanism	End Game Bonuses
287954	mechanism	Open Drafting
287954	mechanism	Pattern Building
287954	mechanism	Set Collection
287954	mechanism	Tile Placement
287954	mechanism	Turn Order: Claim Action
288513	type	Family Games
288513	category	Card Game
288513	category	Number
288513	family	Crowdfunding: Kickstarter
288513	family	Digital Implementations: Board Game Arena
288513	family	Players: Games with Solitaire Rules
288513	mechanism	Communication Limits
288513	mechanism	Cooperative Game
288513	mechanism	Hand Management
288513	mechanism	Solo / Solitaire Game
288513	mechanism	Tile Placement
290236	type	Family Games
290236	category	Card Game
290236	category	Puzzle
290236	family	Components: Transparent Elements
290236	family	Crowdfunding: Kickstarter
290236	family	Digital Implementations: TableTop Simulator Mod (TTS)
290236	family	Players: Games with Solitaire Rules
290236	family	Theme: Art
290236	family	Theme: Painting / Paintings
290236	mechanism	Hand Management
290236	mechanism	Increase Value of Unchosen Resources
290236	mechanism	Layering
290236	mechanism	Open Drafting
290236	mechanism	Set Collection
290236	mechanism	Solo / Solitaire Game
290359	type	Thematic Games
290359	type	Wargames
290359	category	Wargame
290359	category	World War II
290359	family	Country: Italy
290359	family	Country: Libya
290359	family	History: World War II (Africa)
290359	family	Players: Games with expansions that add solo play
290359	family	Players: Two Player Only Games
290359	family	Region: North Africa
290359	mechanism	Deck, Bag, and Pool Building
290359	mechanism	Dice Rolling
290359	mechanism	Hexagon Grid
290359	mechanism	Modular Board
290359	mechanism	Open Drafting
290359	mechanism	Simulation
291457	type	Strategy Games
291457	type	Thematic Games
291457	category	Adventure
291457	category	Exploration
291457	category	Fantasy
291457	category	Fighting
291457	category	Miniatures
291457	family	Category: Dungeon Crawler
291457	family	Components: Book as Board
291457	family	Components: Miniatures
291457	family	Components: Multi-Use Cards
291457	family	Components: Standees
291457	family	Game: Gloomhaven
291457	mechanism	Action Queue
291457	mechanism	Action Retrieval
291457	mechanism	Campaign / Battle Card Driven
291457	mechanism	Communication Limits
291457	mechanism	Cooperative Game
291457	mechanism	Critical Hits and Failures
291508	type	Strategy Games
291508	category	Animals
291508	category	Fantasy
291508	category	Farming
291508	category	Science Fiction
291508	family	Animals: Dinosaurs
291508	family	Components: Meeples (Dinosaur) / Dinomeeples
291508	family	Crowdfunding: Kickstarter
291508	family	Series: Tiny Epic (Gamelyn Games)
291508	mechanism	Contracts
291508	mechanism	Enclosure
291508	mechanism	Hidden Victory Points
291508	mechanism	Solo / Solitaire Game
291508	mechanism	Worker Placement
291572	type	Strategy Games
291572	type	Thematic Games
291572	category	Fantasy
291572	category	Political
291572	family	Admin: Better Description Needed!
291572	family	Crowdfunding: Kickstarter
291572	family	Mechanism: Tableau Building
291572	family	Players: Games with Solitaire Rules
291572	mechanism	Action Points
291572	mechanism	Area Majority / Influence
291572	mechanism	Area Movement
291572	mechanism	Dice Rolling
291572	mechanism	Hand Management
291572	mechanism	Map Addition
291847	type	Thematic Games
291847	category	Bluffing
291847	category	Deduction
291847	category	Mafia
291847	family	Crowdfunding: Kickstarter
291847	mechanism	Action Queue
291847	mechanism	Closed Drafting
291847	mechanism	Cooperative Game
291847	mechanism	Events
291847	mechanism	Hand Management
291847	mechanism	Hidden Roles
291859	type	Customizable Games
291859	category	Card Game
291859	category	Fantasy
291859	category	Fighting
291859	family	Category: Two players fighting games
291859	family	Crowdfunding: Kickstarter
291859	family	Digital Implementations: Board Game Arena
291859	family	Players: Two Player Only Games
291859	mechanism	Area Movement
291859	mechanism	Closed Drafting
291859	mechanism	Deck Construction
291859	mechanism	Hand Management
291859	mechanism	Open Drafting
291859	mechanism	Race
292375	type	Strategy Games
292375	category	Economic
292375	category	Territory Building
292375	family	Components: Miniatures
292375	family	Country: China
292375	family	Crowdfunding: Kickstarter
292375	mechanism	Command Cards
292375	mechanism	Income
292375	mechanism	Investment
292375	mechanism	Secret Unit Deployment
292375	mechanism	Semi-Cooperative Game
292375	mechanism	Turn Order: Claim Action
293014	type	Family Games
293014	type	Strategy Games
293014	category	Fantasy
293014	category	Mythology
293014	family	Digital Implementations: Board Game Arena
293014	mechanism	Constrained Bidding
293014	mechanism	Open Drafting
293014	mechanism	Selection Order Bid
293014	mechanism	Set Collection
293014	mechanism	Simultaneous Action Selection
293014	mechanism	Turn Order: Auction
293141	type	Family Games
293141	category	Dice
293141	category	Fighting
293141	category	Movies / TV / Radio theme
293141	category	Science Fiction
293141	family	Components: Dice with Icons
293141	family	Game: King of Tokyo
293141	mechanism	Dice Rolling
293141	mechanism	King of the Hill
293141	mechanism	Open Drafting
293141	mechanism	Player Elimination
293141	mechanism	Push Your Luck
293296	type	Family Games
293296	category	Card Game
293296	category	Comic Book / Strip
293296	category	Economic
293296	family	Admin: Better Description Needed!
293296	family	Comic Books: Marvel Universe
293296	family	Game: Splendor
293296	family	Mechanism: Tableau Building
293296	family	Theme: Superheroes
293296	mechanism	Contracts
293296	mechanism	Open Drafting
293296	mechanism	Race
293296	mechanism	Set Collection
293531	type	Thematic Games
293531	category	Deduction
293531	category	Murder/Mystery
293531	family	Components: Digital Hybrid – App/Website Required
293531	family	Game: Detective – A Modern Crime Board Game (Portal Games)
293531	family	Misc: LongPack Games
293531	family	Theme: Mystery / Crime
293531	mechanism	Cooperative Game
293531	mechanism	Solo / Solitaire Game
293531	mechanism	Storytelling
293678	type	Strategy Games
293678	category	Card Game
293678	family	Players: Two Player Only Games
293678	family	Theme: Astronomy
293678	mechanism	Area Majority / Influence
293678	mechanism	Hand Management
293678	mechanism	Open Drafting
293678	mechanism	Set Collection
293678	mechanism	Tile Placement
293889	type	Family Games
293889	type	Strategy Games
293889	category	Video Game Theme
293889	family	Game: Fallout
293889	family	Theme: Post-Apocalyptic
293889	family	Theme: Retro
293889	mechanism	Dice Rolling
293889	mechanism	End Game Bonuses
293889	mechanism	Layering
293889	mechanism	Modular Board
293889	mechanism	Turn Order: Claim Action
293889	mechanism	Worker Placement
294484	type	Strategy Games
294484	category	Card Game
294484	category	Fantasy
294484	category	Fighting
294484	category	Horror
294484	category	Miniatures
294484	category	Novel-based
294484	family	Books: Dr. Jekyll and Mr. Hyde
294484	family	Books: Dracula
294484	family	Books: Sherlock Holmes
294484	family	Components: Miniatures
294484	family	Components: Multi-Use Cards
294484	family	Game: Unmatched
294484	mechanism	Action Points
294484	mechanism	Area Movement
294484	mechanism	Card Play Conflict Resolution
294484	mechanism	Hand Management
294484	mechanism	Line of Sight
294484	mechanism	Point to Point Movement
295486	type	Family Games
295486	type	Strategy Games
295486	category	City Building
295486	family	Admin: Better Description Needed!
295486	family	Components: Polyominoes
295486	family	Mechanism: Legacy
295486	family	Misc: LongPack Games
295486	family	Theme: City
295486	mechanism	Bingo
295486	mechanism	Catch the Leader
295486	mechanism	Enclosure
295486	mechanism	Grid Coverage
295486	mechanism	Legacy Game
295486	mechanism	Scenario / Mission / Campaign Game
295488	type	Children's Games
295488	type	Family Games
295488	category	Adventure
295488	category	Fantasy
295488	category	Fighting
295488	category	Puzzle
295488	family	Animals: Wolves
295488	family	Game: Legends of Andor
295488	family	Versions & Editions: Junior Versions of Grown-Up Games
295488	mechanism	Area Movement
295488	mechanism	Cooperative Game
295488	mechanism	Dice Rolling
295488	mechanism	Variable Player Powers
295607	type	Family Games
295607	category	Animals
295607	category	Card Game
295607	category	Environmental
295607	family	Crowdfunding: Kickstarter
295607	family	Theme: Nature
295607	family	Theme: Trees and Forests
295607	mechanism	Open Drafting
295607	mechanism	Push Your Luck
295607	mechanism	Set Collection
295947	type	Abstract Games
295947	type	Family Games
295947	category	Animals
295947	category	Puzzle
295947	family	Animals: Bears
295947	family	Animals: Eagles
295947	family	Animals: Fish / Fishes
295947	family	Animals: Foxes
295947	family	Animals: Moose / Elk
295947	family	Components: Hexagonal Tiles
295947	mechanism	End Game Bonuses
295947	mechanism	Hexagon Grid
295947	mechanism	Open Drafting
295947	mechanism	Pattern Building
295947	mechanism	Solo / Solitaire Game
295947	mechanism	Tile Placement
295948	type	Abstract Games
295948	category	Abstract Strategy
295948	family	Animals: Fish / Fishes
295948	family	Digital Implementations: Tabletopia
295948	family	Players: Two Player Only Games
295948	family	Series: Two-player games (Kosmos)
295948	mechanism	Grid Movement
295948	mechanism	Set Collection
295948	mechanism	Square Grid
295948	mechanism	Tile Placement
295957	type	Abstract Games
295957	category	Abstract Strategy
295957	category	Puzzle
295957	family	Admin: Better Description Needed!
295957	family	Components: Game Trayz Inside
295957	family	Organizations: Game Designers of North Carolina
295957	family	Religious: Hinduism
295957	mechanism	Area Majority / Influence
295957	mechanism	Hand Management
295957	mechanism	Pattern Building
296100	type	Strategy Games
296100	category	Age of Reason
296100	category	Economic
296100	category	Industry / Manufacturing
296100	family	Country: France
296100	family	Theme: Art
296100	family	Theme: Fashion
296100	family	Theme: Sewing / Knitting / Cloth-Making
296100	mechanism	Area Majority / Influence
296100	mechanism	Deck, Bag, and Pool Building
296100	mechanism	End Game Bonuses
296100	mechanism	Hand Management
296100	mechanism	Income
296100	mechanism	Open Drafting
296151	type	Strategy Games
296151	category	Medieval
296151	family	Components: Control Boards
296151	family	Crowdfunding: Kickstarter
296151	family	Digital Implementations: Tabletopia
296151	family	Series: The West Kingdom Trilogy (Garphill Games)
296151	mechanism	Area Majority / Influence
296151	mechanism	Deck, Bag, and Pool Building
296151	mechanism	End Game Bonuses
296151	mechanism	Hand Management
296151	mechanism	Modular Board
296151	mechanism	Rondel
296237	type	Strategy Games
296237	category	Science Fiction
296237	family	Crowdfunding: Kickstarter
296237	family	Players: Games with Solitaire Rules
296237	family	Players: Solitaire Only Games
296237	mechanism	Deck, Bag, and Pool Building
296237	mechanism	Solo / Solitaire Game
296912	type	Strategy Games
296912	category	Card Game
296912	mechanism	Deck, Bag, and Pool Building
296912	mechanism	Follow
296912	mechanism	Hand Management
297030	type	Strategy Games
297030	category	Ancient
297030	category	Dice
297030	category	Mythology
297030	family	Ancient: Egypt
297030	family	Cities: Luxor (Egypt)
297030	family	Country: Egypt
297030	family	Crowdfunding: Spieleschmiede
297030	family	Mechanism: Dice Drafting
297030	family	Misc: LongPack Games
297030	mechanism	Action Drafting
297030	mechanism	Closed Drafting
297030	mechanism	Income
297030	mechanism	Pattern Building
297030	mechanism	Turn Order: Stat-Based
297030	mechanism	Variable Set-up
297562	type	Strategy Games
297562	category	Ancient
297562	category	Fighting
297562	category	Mythology
297562	category	Wargame
297562	family	Components: Miniatures
297562	family	Country: Egypt
297562	family	Creatures: Monsters
297562	family	Crowdfunding: Kickstarter
297562	family	Game: Kemet
297562	family	Theme: Deserts
297562	mechanism	Action Points
297562	mechanism	Area Majority / Influence
297562	mechanism	Area Movement
297562	mechanism	Card Play Conflict Resolution
297562	mechanism	Hand Management
297562	mechanism	Open Drafting
297978	type	Family Games
297978	category	Animals
297978	category	Environmental
297978	family	Animals: Butterflies
297978	family	Animals: Insects
297978	family	Components: Dice with Icons
297978	family	Components: Game Trayz Inside
297978	family	Components: Map (Continental / National scale)
297978	family	Continents: North America
297978	mechanism	Grid Movement
297978	mechanism	Hexagon Grid
297978	mechanism	Movement Points
297978	mechanism	Set Collection
297978	mechanism	Turn Order: Stat-Based
298047	type	Family Games
298047	category	Card Game
298047	category	Comic Book / Strip
298047	category	Fighting
298047	family	Admin: Better Description Needed!
298047	family	Comic Books: Marvel Universe
298047	family	Components: Miniatures
298047	family	Crowdfunding: Kickstarter
298047	family	Players: Games with Solitaire Rules
298047	family	Theme: Chibis
298047	mechanism	Cooperative Game
298047	mechanism	Hand Management
298047	mechanism	Modular Board
298047	mechanism	Solo / Solitaire Game
298047	mechanism	Variable Player Powers
298065	type	Family Games
298065	type	Strategy Games
298065	category	City Building
298065	category	Travel
298065	family	Mechanism: Tableau Building
298065	family	States: California
298065	family	Theme: Beaches
298065	mechanism	Chaining
298065	mechanism	Open Drafting
298065	mechanism	Set Collection
298065	mechanism	Tile Placement
298069	type	Family Games
298069	category	Dice
298069	category	Racing
298069	family	Components: Dice with Icons
298069	family	Components: Meeples (Animal) / Animeeples
